"";"Statistik_Code";"Statistik_Label";"Zeit_Code";"Zeit_Label";"Zeit";"X1_Merkmal_Code";"X1_Merkmal_Label";"X1_Auspraegung_Code";"X1_Auspraegung_Label";"X2_Merkmal_Code";"X2_Merkmal_Label";"X2_Auspraegung_Code";"X2_Auspraegung_Label";"X3_Merkmal_Code";"X3_Merkmal_Label";"X3_Auspraegung_Code";"X3_Auspraegung_Label";"BEV001__Lebendgeborene__Anzahl"
"13";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT026";"26-Jährige";19924
"14";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT027";"27-Jährige";21944
"15";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT028";"28-Jährige";23173
"16";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT029";"29-Jährige";24130
"17";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT030";"30-Jährige";23127
"18";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT031";"31-Jährige";21996
"19";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT032";"32-Jährige";19745
"20";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT033";"33-Jährige";17186
"21";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT034";"34-Jährige";14123
"22";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT035";"35-Jährige";11945
"23";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT036";"36-Jährige";9833
"24";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT037";"37-Jährige";8235
"25";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT038";"38-Jährige";6770
"26";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT039";"39-Jährige";5113
"27";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT040";"40-Jährige";4008
"28";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT041";"41-Jährige";2791
"29";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT042";"42-Jährige";1599
"30";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT043";"43-Jährige";935
"31";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT044";"44-Jährige";485
"32";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT045";"45-Jährige";266
"33";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT046";"46-Jährige";113
"34";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT047";"47-Jährige";58
"35";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT048";"48-Jährige";34
"36";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT049";"49-Jährige";16
"37";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-1";"erstes Kind";"ALTMT3";"Alter der Mutter";"ALT050UM";"50 Jahre und mehr";32
"39";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT000B15";"unter 15 Jahre";0
"40";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT015";"15-Jährige";4
"41";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT016";"16-Jährige";19
"42";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT017";"17-Jährige";81
"43";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT018";"18-Jährige";289
"44";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT019";"19-Jährige";799
"45";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT020";"20-Jährige";1610
"46";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT021";"21-Jährige";2888
"47";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT022";"22-Jährige";4148
"48";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT023";"23-Jährige";5410
"49";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT024";"24-Jährige";6678
"50";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT025";"25-Jährige";8197
"51";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT026";"26-Jährige";9877
"52";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT027";"27-Jährige";12149
"53";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT028";"28-Jährige";13898
"54";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT029";"29-Jährige";15508
"55";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT030";"30-Jährige";16163
"56";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT031";"31-Jährige";16760
"57";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT032";"32-Jährige";17073
"58";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT033";"33-Jährige";16342
"59";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT034";"34-Jährige";15079
"60";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT035";"35-Jährige";13342
"61";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT036";"36-Jährige";11403
"62";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT037";"37-Jährige";9957
"63";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT038";"38-Jährige";8459
"64";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT039";"39-Jährige";6410
"65";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT040";"40-Jährige";4740
"66";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT041";"41-Jährige";3158
"67";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT042";"42-Jährige";1906
"68";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT043";"43-Jährige";1048
"69";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT044";"44-Jährige";462
"70";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT045";"45-Jährige";222
"71";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT046";"46-Jährige";101
"72";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT047";"47-Jährige";37
"73";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT048";"48-Jährige";25
"74";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT049";"49-Jährige";13
"75";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-2";"zweites Kind";"ALTMT3";"Alter der Mutter";"ALT050UM";"50 Jahre und mehr";15
"77";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT000B15";"unter 15 Jahre";0
"78";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT015";"15-Jährige";0
"79";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT016";"16-Jährige";0
"80";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT017";"17-Jährige";1
"81";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT018";"18-Jährige";23
"82";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT019";"19-Jährige";62
"83";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT020";"20-Jährige";165
"84";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT021";"21-Jährige";401
"85";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT022";"22-Jährige";729
"86";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT023";"23-Jährige";1179
"87";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT024";"24-Jährige";1550
"88";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT025";"25-Jährige";2050
"89";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT026";"26-Jährige";2543
"90";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT027";"27-Jährige";3276
"91";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT028";"28-Jährige";3726
"92";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT029";"29-Jährige";4382
"93";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT030";"30-Jährige";4665
"94";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT031";"31-Jährige";5045
"95";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT032";"32-Jährige";5206
"96";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT033";"33-Jährige";5397
"97";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT034";"34-Jährige";5257
"98";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT035";"35-Jährige";5270
"99";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT036";"36-Jährige";5044
"100";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT037";"37-Jährige";4515
"101";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT038";"38-Jährige";4004
"102";12612;"Statistik der Geburten";"JAHR";"Jahr";2009;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"BEVFL2";"Lebendgeburtenfolge";"GEBFL-3";"drittes Kind";"ALTMT3";"Alter der Mutter";"ALT039";"39-Jährige";3408
